"No.","Time","Source","Destination","Protocol","Length","Info"
"16173","218.878514","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2481395 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16175","218.878565","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2482835 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16176","218.878599","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2484275 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16178","218.878711","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2485715 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16179","218.878729","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2487155 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16181","218.878827","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2488595 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16182","218.878897","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2490035 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16184","218.879126","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2491475 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16185","218.879147","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"16187","218.879188","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2494355 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16188","218.879278","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2495795 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16190","218.879317","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2497235 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16191","218.879332","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2498675 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16192","218.879369","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2500115 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16193","218.879420","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2501555 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16195","218.879462","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2502995 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16197","218.879701","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2504435 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16198","218.879723","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2505875 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16199","218.879738","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2507315 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16201","218.879858","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2508755 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16202","218.879877","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"16204","218.880036","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2511635 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16205","218.880129","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2513075 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16206","218.880144","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2514515 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16208","218.880209","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2515955 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16209","218.880229","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2517395 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16211","218.880345","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2518835 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16212","218.880366","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2520275 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16214","218.880470","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2521715 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16215","218.880489","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2523155 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16217","218.880610","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2524595 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16218","218.880629","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"16220","218.880672","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [PSH, ACK] Seq=2527475 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16221","218.880691","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2528915 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16222","218.880705","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2530355 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16223","218.880721","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2531795 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16225","218.880843","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2533235 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16227","218.880980","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2534675 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16228","218.881112","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2536115 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16230","218.881415","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2537555 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16231","218.881665","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2538995 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16232","218.881690","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2540435 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16233","218.881704","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"16234","218.881720","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2543315 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16235","218.881733","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2544755 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16236","218.881791","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2546195 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16238","218.881834","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2547635 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16240","218.881889","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2549075 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16241","218.881903","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2550515 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16243","218.882160","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2551955 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16244","218.882176","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2553395 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16246","218.882220","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2554835 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16247","218.882329","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2556275 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16249","218.882415","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2557715 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16250","218.882439","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"16252","218.882476","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2560595 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16253","218.882510","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2562035 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16255","218.882590","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2563475 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16256","218.882611","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2564915 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16258","218.882680","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2566355 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16259","218.882697","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2567795 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16261","218.882971","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2569235 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16262","218.882996","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2570675 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16264","218.883056","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2572115 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16265","218.883072","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2573555 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16267","218.883162","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"16268","218.883180","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2576435 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16270","218.883215","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2577875 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16271","218.883497","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2579315 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16273","218.883598","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2580755 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16274","218.883618","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2582195 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16276","218.883682","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2583635 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16277","218.883700","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2585075 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16279","218.883786","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2586515 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16280","218.883804","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2587955 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16282","218.883892","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2589395 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16283","218.883910","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2590835 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16285","218.883971","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"16286","218.883999","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2593715 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16288","218.884033","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2595155 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16289","218.884084","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2596595 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16291","218.884170","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [PSH, ACK] Seq=2598035 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16292","218.884188","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2599475 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16294","218.884247","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2600915 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16295","218.884275","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2602355 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16297","218.884346","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2603795 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16298","218.884367","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2605235 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16300","218.884435","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2606675 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16301","218.884455","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"16303","218.884490","34.149.100.209","192.168.122.247","TLSv1.2","811","Application Data, Application Data"
"16305","218.886829","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2610312 Ack=2624 Win=65535 Len=0"
"16307","219.276312","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2610312 Ack=2804 Win=65535 Len=0"
"16308","219.305301","34.149.100.209","192.168.122.247","TLSv1.2","166","Application Data"
"16310","219.307504","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2610424 Ack=2850 Win=65535 Len=0"
"16312","219.333338","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2610424 Ack=2987 Win=65535 Len=0"
"16313","219.384705","34.149.100.209","192.168.122.247","TLSv1.2","143","Application Data"
"16315","219.388236","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2610513 Ack=3033 Win=65535 Len=0"
"16317","219.420506","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2610513 Ack=3182 Win=65535 Len=0"
"16318","219.482217","34.149.100.209","192.168.122.247","TLSv1.2","165","Application Data"
"16320","219.485456","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2610624 Ack=3228 Win=65535 Len=0"
"16327","219.662393","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2610624 Ack=3394 Win=65535 Len=0"
"16328","219.689056","34.149.100.209","192.168.122.247","TLSv1.2","166","Application Data"
"16330","219.691621","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2610736 Ack=3440 Win=65535 Len=0"
"16332","219.699746","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2610736 Ack=3563 Win=65535 Len=0"
"16333","219.719685","34.149.100.209","192.168.122.247","TLSv1.2","143","Application Data"
"16335","219.722982","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2610825 Ack=3609 Win=65535 Len=0"
"16337","219.742859","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2610825 Ack=3766 Win=65535 Len=0"
"16338","219.836889","34.149.100.209","192.168.122.247","TLSv1.2","166","Application Data"
"16340","219.840715","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2610937 Ack=3812 Win=65535 Len=0"
"16342","219.855235","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2610937 Ack=3978 Win=65535 Len=0"
"16343","219.884405","34.149.100.209","192.168.122.247","TLSv1.2","166","Application Data"
"16345","219.886928","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2611049 Ack=4024 Win=65535 Len=0"
"16347","219.910869","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2611049 Ack=4147 Win=65535 Len=0"
"16348","219.987789","34.149.100.209","192.168.122.247","TLSv1.2","143","Application Data"
"16350","219.992239","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2611138 Ack=4193 Win=65535 Len=0"
"16353","220.034864","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2611138 Ack=4335 Win=65535 Len=0"
"16354","220.053099","34.149.100.209","192.168.122.247","TLSv1.2","166","Application Data"
"16356","220.057645","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2611250 Ack=4381 Win=65535 Len=0"
"16358","220.069563","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2611250 Ack=4539 Win=65535 Len=0"
"16359","220.087773","34.149.100.209","192.168.122.247","TLSv1.2","143","Application Data"
"16361","220.089670","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2611339 Ack=4585 Win=65535 Len=0"
"16363","220.103884","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2611339 Ack=4724 Win=65535 Len=0"
"16364","220.123614","34.149.100.209","192.168.122.247","TLSv1.2","143","Application Data"
"16366","220.126639","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2611428 Ack=4770 Win=65535 Len=0"
"16368","220.136636","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2611428 Ack=4910 Win=65535 Len=0"
"16374","220.231759","34.149.100.209","192.168.122.247","TLSv1.2","143","Application Data"
"16376","220.234952","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2611517 Ack=4956 Win=65535 Len=0"
"16378","220.252639","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=2611517 Ack=5077 Win=65535 Len=0"
