"No.","Time","Source","Destination","Protocol","Length","Info"
"15268","217.870757","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1427574 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15270","217.870859","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1429014 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15271","217.870943","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1430454 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15273","217.871040","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1431894 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15274","217.871132","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"15276","217.871259","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1434774 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15277","217.871360","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1436214 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15279","217.871429","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1437654 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15280","217.871568","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1439094 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15282","217.871758","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1440534 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15283","217.871809","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1441974 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15285","217.874159","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1443414 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15286","217.875246","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1444854 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15287","217.875269","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1446294 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15288","217.875290","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1447734 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15289","217.875299","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"15290","217.875308","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1450614 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15291","217.875319","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1452054 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15292","217.875328","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1453494 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15293","217.875339","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1454934 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15294","217.875347","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1456374 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15295","217.875354","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1457814 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15296","217.875362","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1459254 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15297","217.875369","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1460694 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15298","217.875376","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1462134 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15300","217.875423","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [PSH, ACK] Seq=1463574 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15302","217.875436","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"15303","217.875445","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1466454 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15304","217.875451","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1467894 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15305","217.875458","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1469334 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15306","217.875467","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1470774 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15307","217.875473","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1472214 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15308","217.875480","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1473654 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15309","217.875488","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1475094 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15310","217.875495","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1476534 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15311","217.875503","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1477974 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15312","217.875510","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1479414 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15313","217.875516","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1480854 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15314","217.875535","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"15315","217.875542","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1483734 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15316","217.875548","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1485174 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15317","217.875557","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1486614 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15318","217.875564","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1488054 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15319","217.875570","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1489494 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15320","217.875585","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1490934 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15321","217.875592","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1492374 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15322","217.875601","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1493814 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15323","217.875608","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1495254 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15324","217.875617","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1496694 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15325","217.875639","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"15326","217.875665","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1499574 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15327","217.875673","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1501014 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15328","217.875687","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1502454 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15329","217.875694","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1503894 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15330","217.875703","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1505334 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15331","217.875709","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1506774 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15333","217.876317","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1508214 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15335","217.876333","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1509654 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15337","217.876346","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1511094 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15339","217.876358","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1512534 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15342","217.876760","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1513974 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15343","217.876769","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"15344","217.876779","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1516854 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15345","217.876786","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1518294 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15347","217.878532","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1519734 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15349","217.878663","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1521174 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15351","217.878876","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1522614 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15353","217.879011","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1524054 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15355","217.879377","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1525494 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15357","217.879612","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1526934 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15359","217.879738","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1528374 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15361","217.879842","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [PSH, ACK] Seq=1529814 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15363","217.879965","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"15365","217.880191","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1532694 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15367","217.880331","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1534134 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15369","217.880442","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1535574 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15371","217.880781","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1537014 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15373","217.881003","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1538454 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15375","217.881126","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1539894 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15377","217.881254","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1541334 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15379","217.881344","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1542774 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15381","217.881441","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1544214 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15383","217.881595","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1545654 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15385","217.881724","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"15387","217.881965","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"15389","217.882146","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1549974 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15391","217.882270","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1551414 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15393","217.882386","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1552854 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15395","217.882525","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1554294 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15397","217.882652","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1555734 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15399","217.882768","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1557174 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15401","217.882932","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1558614 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15403","217.883052","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1560054 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15405","217.883173","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1561494 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15407","217.883293","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1562934 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15409","217.883415","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"15411","217.883768","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1565814 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15413","217.883934","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1567254 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15415","217.884091","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1568694 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15417","217.884303","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1570134 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15418","217.884428","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1571574 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15420","217.884519","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1573014 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15421","217.884681","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1574454 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15423","217.884789","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1575894 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15424","217.884856","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1577334 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15426","217.885119","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1578774 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15427","217.885182","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"15429","217.886195","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1581654 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15430","217.886247","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1583094 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15432","217.886454","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1584534 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15433","217.886836","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1585974 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15435","217.886949","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1587414 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15436","217.886997","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1588854 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15438","217.887183","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1590294 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15439","217.887280","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1591734 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15441","217.887369","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1593174 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15442","217.887476","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1594614 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15444","217.887711","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [PSH, ACK] Seq=1596054 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15445","217.887774","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"15447","217.887977","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1598934 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15448","217.888035","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1600374 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15450","217.888222","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1601814 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15451","217.888357","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1603254 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15453","217.888459","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1604694 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15454","217.888569","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1606134 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15456","217.888783","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1607574 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15457","217.888854","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1609014 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15459","217.888947","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1610454 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15460","217.889036","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1611894 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15462","217.889192","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"15463","217.889541","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1614774 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15465","217.889837","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1616214 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15466","217.889899","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1617654 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15468","217.890076","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1619094 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15469","217.890226","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1620534 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15471","217.890326","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1621974 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15472","217.890485","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1623414 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15474","217.890583","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1624854 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15475","217.890685","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1626294 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15477","217.890774","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1627734 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15478","217.890900","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1629174 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15480","217.890998","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"15481","217.891186","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1632054 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15483","217.891369","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1633494 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15484","217.891459","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1634934 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15486","217.891663","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1636374 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15487","217.891800","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1637814 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15489","217.891895","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1639254 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15490","217.892007","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1640694 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15492","217.892101","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1642134 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15493","217.892231","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1643574 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15495","217.892326","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1645014 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15496","217.892438","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"15498","217.892683","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1647894 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15499","217.892796","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1649334 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15501","217.892924","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1650774 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15502","217.893011","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1652214 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15504","217.893096","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1653654 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15505","217.893192","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1655094 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15507","217.895194","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1656534 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15508","217.895216","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1657974 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15509","217.895223","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1659414 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
